date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:39:43	130452/130452	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:08%20GMT	https://colorlib.com/polygon/adminty/default/dt-ajax.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ajax.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:43	120400/120400	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:23%20GMT	https://colorlib.com/polygon/adminty/default/dt-server-side.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-server-side.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:43	380966/380966	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:22%20GMT	https://colorlib.com/polygon/adminty/default/dt-plugin.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-plugin.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:43	136161/136161	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:12%20GMT	https://colorlib.com/polygon/adminty/default/dt-data-sources.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-data-sources.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:44	288456/288456	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:13%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-autofill.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-autofill.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:44	331744/331744	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:13%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-basic-buttons.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-basic-buttons.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:44	177887/177887	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:13%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-buttons-html-5-data-export.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-buttons-html-5-data-export.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:44	273530/273530	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:18%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-col-reorder.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-col-reorder.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:45	232454/232454	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:14%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-fixed-columns.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-fixed-columns.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:45	233654/233654	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:16%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-fixed-header.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-fixed-header.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:45	273548/273548	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:17%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-key-table.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-key-table.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:45	298959/298959	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:18%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-responsive.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-responsive.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:46	271232/271232	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:20%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-row-reorder.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-row-reorder.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:46	120566/120566	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:19%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-scroller.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-scroller.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:46	313372/313372	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:29%20GMT	https://colorlib.com/polygon/adminty/default/dt-ext-select.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/dt-ext-select.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:47	124580/124580	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:31%20GMT	https://colorlib.com/polygon/adminty/default/foo-table.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/foo-table.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:47	114689/114689	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:35%20GMT	https://colorlib.com/polygon/adminty/default/handson-appearance.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/handson-appearance.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:47	118417/118417	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:37%20GMT	https://colorlib.com/polygon/adminty/default/handson-data-operation.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/handson-data-operation.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:47	117672/117672	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:37%20GMT	https://colorlib.com/polygon/adminty/default/handson-rows-cols.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/handson-rows-cols.html	(from https://colorlib.com/polygon/adminty/default/)
12:39:48	121312/121312	---MCZ	200	added ('OK')	text/html	date:Mon,%2015%20Oct%202018%2014:34:36%20GMT	https://colorlib.com/polygon/adminty/default/handson-columns-only.html	C:/xampp/htdocs/Adminity2/Aminity/colorlib.com/polygon/adminty/default/handson-columns-only.html	(from https://colorlib.com/polygon/adminty/default/)
